id,location_id,service_id,organization_id,contact_id,service_at_location_id,number,extension,type,language,description,department
904,,22107,,,,"(217) 893-4673 - Voice",,,,,
905,,22108,,,,"(217) 893-4673 - Voice",,,,,
906,,22109,,,,"(217) 893-4673 - Voice",,,,,
907,,18410,,,,"(217) 384-3753 - Voice",,,,,
908,,18411,,,,"(217) 384-3753 - Voice",,,,,
909,,31236,,,,"(217) 532-2001 - Voice",,,,,
910,,19065,,,,"(217) 431-4200 - Voice",,,,,
911,,19077,,,,"(217) 344-6400 - Voice",,,,,
912,,19128,,,,"(217) 268-3022 - Voice",,,,,
913,,19130,,,,"(217) 352-5707 - Voice",,,,,
914,,19140,,,,"(217) 837-2421 - Voice",,,,,
915,,19144,,,,"(217) 253-4791 - Voice",,,,,
916,,19239,,,,"(815) 429-3134 - Voice",,,,,
917,,19160,,,,"(217) 268-3051 - Voice",,,,,
918,,31260,,,,"(217) 355-4446 - Voice",,,,,
919,,11363,,,,"(217) 480-6291 - Voice - Coordinator",,,,,
920,,19788,,,,"(815) 269-2970 - Voice",,,,,
921,,19789,,,,"(815) 269-2970 - Voice",,,,,
922,,19790,,,,"(815) 269-2970 - Voice",,,,,
923,,21739,,,,"(815) 269-2970 - Voice",,,,,
924,,20360,,,,"(309) 682-1113 - Voice",,,,,
925,,20361,,,,"(309) 682-1113 - Voice",,,,,
926,,20362,,,,"(309) 682-1113 - Voice",,,,,
927,,20796,,,,"(217) 384-3725 - Voice",,,,,
928,,1745,,,,"(217) 384-3360 - Voice",,,,,
929,,11161,,,,"(877) 626-7911 - Toll-free",,,,,
930,,23147,,,,"(217) 384-3360 - Voice",,,,,
931,,15154,,,,"(217) 384-1266 - Voice",,,,,
932,,15155,,,,"(217) 384-1266 - Voice",,,,,
933,,15156,,,,"(217) 384-1266 - Voice",,,,,
934,,15157,,,,"(217) 398-2550 - Voice",,,,,
935,,15166,,,,"(217) 384-3616 - Voice",,,,,
936,,15194,,,,"(217) 356-9078 - 14 - Voice - Austin's Place",,,,,
937,,15223,,,,"(217) 356-9078 - 14 - Voice",,,,,
938,,15186,,,,"(309) 365-8021 - Voice - Timber Pointe",,,,,
939,,15340,,,,"(217) 351-2120 - Voice",,,,,
940,,1544,,,,"(618) 731-1600 - Voice",,,,,
941,,16221,,,,"(217) 253-4137 - Voice",,,,,
942,,23528,,,,"(217) 253-4137 - Voice",,,,,
943,,23529,,,,"(217) 253-4137 - Voice",,,,,
944,,16206,,,,,,,,,
945,,1565,,,,"(800) 841-6167 - Toll-free",,,,,
946,,16456,,,,"(217) 417-5897 - Voice - La Linea Immigrant Helpline",,,,,
947,,16458,,,,"(217) 417-5897 - Voice - La Linea Immigrant Helpline",,,,,
948,,31132,,,,"(217) 693-4580 - Voice - Intake/Admission",,,,,
949,,31156,,,,"(217) 398-8080 - Voice - Mental Health Line",,,,,
950,,31131,,,,"(217) 398-8080 - Voice - Mental Health Line",,,,,
951,,31134,,,,"(217) 693-4580 - Voice - Substance Abuse Line/Intake",,,,,
952,,31137,,,,"(217) 398-8080 - Voice - Mental Health Line",,,,,
953,,31138,,,,"(217) 693-4580 - Voice - Substance Abuse Line/Intake",,,,,
954,,31157,,,,"(217) 398-8080 - Voice - Mental Health Line",,,,,
955,,31139,,,,"(844) 711-5106 - Voice - Intake/New Clients",,,,,
956,,18414,,,,"(217) 384-3714 - Voice",,,,,
957,,18420,,,,"(217) 377-9762 - Voice",,,,,
958,,18431,,,,"(217) 586-3392 - Voice - Contact First - Ann Paul, President",,,,,
959,,18432,,,,"(217) 586-3392 - Voice - Contact First - Ann Paul, President",,,,,
960,,18467,,,,"(800) 464-6010 - Toll-free - Application Questions",,,,,
961,,137,,,,,,,,,
962,,16190,,,,,,,,,
963,,19233,,,,"(217) 348-3869 - Voice",,,,,
964,,19427,,,,"(877) 726-6494 - Toll-free",,,,,
965,,19452,,,,"(217) 893-3052 - Voice",,,,,
966,,23886,,,,"(217) 893-3052 - Voice",,,,,
967,,19506,,,,"(217) 355-4120 - Voice - Main",,,,,
968,,19508,,,,"(217) 355-4120 - Voice - Main",,,,,
969,,19509,,,,"(217) 355-4120 - Voice - Main",,,,,
970,,19632,,,,"(855) 207-8347 - Toll-free - Tenants in Foreclosure Help Line",,,,,
971,,20363,,,,"(309) 676-5541 - Voice - General Wayne A. Downing Home for Veterans",,,,,
972,,13,,,,,,,,,
973,,20077,,,,"(217) 333-7300 - Voice",,,,,
974,,20081,,,,"(217) 333-7300 - Voice",,,,,
975,,20111,,,,"(855) 846-8376 - Voice",,,,,
976,,31867,,,,"(855) 846-8376 - Voice",,,,,
977,,506,,,,"(217) 333-6528 - Voice",,,,,
978,,24520,,,,"(800) 419-0542 - Toll-free",,,,,
979,,23148,,,,"(217) 384-3360 - Voice",,,,,
980,,1710,,,,"(309) 999-4257 - Voice",,,,,
981,,13919,,,,"(217) 278-3388 - Voice - VSO: Vacant",,,,,
982,,21673,,,,"(217) 834-3349 - Voice",,,,,
983,,21695,,,,"(217) 328-3663 - Voice",,,,,
984,,21696,,,,"(217) 328-3663 - Voice",,,,,
985,,21697,,,,"(217) 328-3663 - Voice",,,,,
986,,,3,,,"(800) 227-2345 - National Toll-free - 24-Hour",,,,,
987,,,5,,,"(309) 829-2065 - Voice",,,,,
988,,,7,,,"(309) 663-8275 - Voice",,,,,
989,,,21,,,"(800) 244-5631 - Toll-free",,,,,
990,,,26,,,"(800) 537-2632 - Toll-free",,,,,
991,,,36,,,"(626) 960-3500 - Voice - Administrative",,,,,
992,,,40,,,"(309) 662-5384 - Voice",,,,,
993,,,49,,,"(217) 698-3838 - Voice",,,,,
994,,,51,,,"(312) 793-5900 - Voice",,,,,
995,,,60,,,"(309) 820-0230 - Voice",,,,,
996,,,74,,,"(800) 307-6600 - Toll-free - Southern Illinois Area 21",,,,,
997,,,88,,,"(217) 522-7985 - Voice",,,,,
998,,,92,,,"(217) 524-4745 - Voice",,,,,
999,,,98,,,"(312) 663-1522 - Voice",,,,,
1000,,,128,,,"(800) 955-4572 - Toll-free - LLS Information Resource Center",,,,,
1001,,,132,,,"(800) 851-2166 - Toll-free",,,,,
1002,,,136,,,"(800) 586-4872 - Toll-free - 800-LUNG-USA",,,,,
1003,,,138,,,"(815) 756-5633 - Voice",,,,,
1004,,,149,,,"(800) 978-9474 - Toll-free",,,,,
1005,,,151,,,"(309) 452-4406 - Voice",,,,,
1006,,,160,,,"(309) 677-7272 - Voice",,,,,
1007,,,190,,,"(800) 426-0709 - Toll-free",,,,,
1008,,,212,,,"(818) 773-9999 - Toll-free",,,,,
1009,,,218,,,"(303) 839-1852 - Voice",,,,,
1010,,,294,,,"(309) 451-9495 - Voice",,,,,
1011,,,296,,,"(630) 577-1330 - Hotline",,,,,
1012,,,322,,,"(877) 581-3690 - Toll-free - COVID19 Hotline for DRS Customers",,,,,
1013,,,378,,,"(217) 735-2985 - Voice - Lisa Bobb",,,,,
1014,,,384,,,"(630) 933-4392 - Voice - Main",,,,,
1015,,,402,,,"(211) - Voice",,,,,
1016,,,422,,,"(800) 373-1700 - Toll-free - Outside Champaign County",,,,,
1017,,,432,,,"(800) 543-1770 - Toll-free",,,,,
1018,,,492,,,"(312) 592-6800 - Voice",,,,,
1019,,,500,,,"(708) 236-0863 - Voice",,,,,
1020,,,610,,,"(217) 782-1090 - Voice - Springfield Office",,,,,
1021,,,681,,,"(217) 355-4446 - Voice",,,,,
1022,,,687,,,"(800) 772-1213 - Toll-free",,,,,
1023,,,697,,,"(800) 359-2163 - Toll-free",,,,,
1024,,,699,,,"(309) 888-2551 - Voice - Headquarters",,,,,
1025,,,746,,,"(309) 663-0361 - Voice",,,,,
1026,,,764,,,"(217) 786-6857 - Voice - Intake - Questions Only - 24/7",,,,,
1027,,,792,,,"(618) 731-1600 - Voice",,,,,
1028,,,807,,,"(800) 841-6167 - Toll-free",,,,,
1029,,,833,,,"(844) 711-5106 - Voice - All Rosecrance locations/services",,,,,
1030,,,936,,,"(309) 688-5124 - Voice",,,,,
1031,,,3803,,,"(217) 384-4444 - Voice - Rape Crisis Hotline",,,,,
1032,,,3809,,,"(651) 647-9712 - Voice",,,,,
1033,,,3911,,,"(312) 932-0000 - Voice",,,,,
1034,,,4941,,,"(312) 787-0208 - Voice",,,,,
1035,,,5007,,,"(217) 637-2395 - Voice",,,,,
1036,,,5308,,,"(888) 501-1180 - Voice - 24 hour Assessment and Referrals",,,,,
1037,,,5671,,,"(800) 822-7972 - Toll-free",,,,,
1038,,,5759,,,"(217) 333-3252 - Voice",,,,,
1039,,,5991,,,"(800) 273-6027 - Toll-free",,,,,
1040,,,5993,,,"(847) 294-5877 - Voice",,,,,
1041,,,6057,,,"(847) 498-0385 - Voice",,,,,
1042,,,6839,,,"(217) 356-7291 - Voice",,,,,
1043,,,6861,,,"(217) 446-9377 - Voice",,,,,
1044,,,6863,,,"(217) 366-1200 - Voice - Main Number",,,,,
1045,,,7121,,,"(217) 898-8777 - Voice",,,,,
1046,,,7123,,,"(217) 384-3536 - Voice",,,,,
1047,,,7127,,,"(217) 552-3331 - Voice - Sally Denhart - Ramp Info",,,,,
1048,,,7155,,,"(217) 359-6261 - Voice",,,,,
1049,,,7157,,,"(217) 384-3826 - Voice",,,,,
1050,,,7159,,,"(217) 344-7297 - Voice",,,,,
1051,,,949,,,"(217) 333-6528 - Voice",,,,,
1052,,,977,,,"(217) 384-3360 - Voice",,,,,
1053,,,985,,,"(217) 782-6641 - Voice",,,,,
1054,,,1048,,,"(217) 428-4240 - Voice",,,,,
1055,,,1083,,,"(312) 201-9740 - Voice",,,,,
1056,,,1087,,,"(309) 671-0300 - Voice",,,,,
1057,,,1106,,,"(618) 398-0958 - Voice - Regional Office",,,,,
1058,,,1108,,,"(309) 829-8703 - Voice",,,,,
1059,,,1125,,,"(312) 440-0229 - Voice - General Info",,,,,
1060,,,1141,,,"(866) 436-7842 - Toll-free",,,,,
1061,,,1153,,,"(800) 550-4900 - Toll-free",,,,,
1062,,,1205,,,"(877) 437-9588 - Toll-free",,,,,
1063,,,1267,,,"(711) - Voice/TTY - National TRS",,,,,
1064,,,1273,,,"(815) 844-1500 - Voice",,,,,
1065,,,1360,,,"(800) 252-2873 - Toll-free - Child Abuse Hotline (1-800-25-ABUSE)",,,,,
1066,,,1362,,,"(800) 323-4769 - Toll-free - CFC Office Locator",,,,,
1067,,,1405,,,"(217) 352-6989 - Voice",,,,,
1068,,,1454,,,"(800) 252-8966 - Toll-free - Senior Helpline",,,,,
1069,,,1478,,,"(217) 403-6200 - Voice",,,,,
1070,,,1502,,,"(800) 243-2437 - Toll-free - (800-AID-AIDS)",,,,,
1071,,,1529,,,"(877) 725-0569 - Toll-free - Participants (Medicaid recipients only)",,,,,
1072,,,1579,,,"(800) 829-1040 - Toll-free - Tax Questions",,,,,
1073,,,1589,,,"(217) 384-4390 - Voice - 24-Hour Hotline",,,,,
1074,,,1658,,,"(217) 280-1868 - Voice - Retail Store",,,,,
1075,,,1676,,,"(800) 444-3338 - Toll-free",,,,,
1076,,,1711,,,"(217) 331-2923 - Voice",,,,,
1077,,,1725,,,"(309) 589-7033 - Voice - Peoria",,,,,
1078,,,1761,,,"(800) 477-8191 - National Toll-free",,,,,
1079,,,1807,,,"(773) 444-0305 - Voice",,,,,
1080,,,1824,,,"(800) 222-1222 - National Toll-free - 24 hours",,,,,
1081,,,1848,,,"(309) 827-6026 - Voice - Counseling & Substance Abuse Services",,,,,
1082,,,1874,,,"(309) 454-1770 - Voice",,,,,
1083,,,1907,,,"(757) 563-1600 - Voice - Headquarters",,,,,
1084,,,1922,,,"(217) 241-6600 - Ext. 2 - Voice",,,,,
1085,,,1933,,,"(309) 691-6906 - Voice",,,,,
1086,,,1993,,,"(309) 827-0374 - Voice",,,,,
1087,,,2032,,,"(312) 834-3784 - Voice",,,,,
1088,,,2043,,,"(800) 252-8966 - Senior Helpline",,,,,
1089,,,2047,,,"(309) 452-3035 - Voice",,,,,
1090,,,2159,,,"(217) 443-2999 - Voice",,,,,
1091,,,2169,,,"(217) 352-0099 - Voice - Family Service",,,,,
1092,,,2175,,,"(877) 969-0010 - National Toll-free",,,,,
1093,,,2237,,,"(217) 893-3219 - Voice",,,,,
1094,,,2258,,,"(847) 933-2413 - Voice",,,,,
1095,,,2361,,,"(309) 454-5433 - Voice",,,,,
1096,,,2426,,,"(217) 378-7100 - Voice",,,,,
1097,,,2437,,,"(800) 226-0768 - Toll-free",,,,,
1098,,,2449,,,"(800) 683-9793 - Toll-free - Frontier Customers",,,,,
1099,,,2461,,,"(217) 785-2509 - Voice - Office",,,,,
1100,,,2470,,,"(800) 843-6154 - Toll-free - DHS Customer Help Line",,,,,
1101,,,2481,,,"(800) 368-1463 - Toll-free - Abuse Reporting Hotline",,,,,
1102,,,2500,,,"(618) 382-4164 - Voice - Administration",,,,,
1103,,,2510,,,"(800) 723-3546 - Toll-free - Enrollment and Plan Changes Support",,,,,
1104,,,3724,,,"(217) 554-3000 - Voice",,,,,
1105,,,3744,,,"(800) 899-4722 - Toll-free",,,,,
1106,,,3763,,,"(309) 828-3406 - Voice",,,,,
1107,,,3813,,,"(847) 559-8195 - Voice",,,,,
1108,,,3864,,,"(630) 207-8479 - Voice",,,,,
1109,,,3866,,,"(217) 782-4977 - Voice - Administrative-Main Number",,,,,
1110,,,5126,,,"(217) 443-2955 - Voice",,,,,
1111,,,5136,,,"(217) 679-2896 - Voice",,,,,
1112,,,5156,,,"(217) 528-3314 - Voice",,,,,
1113,,,5797,,,"(217) 637-1343 - Voice",,,,,
1114,,,5917,,,"(773) 472-6469 - Voice - Office",,,,,
1115,,,5937,,,"(217) 782-2438 - Voice",,,,,
1116,,,6363,,,"(617) 287-7307 - Voice",,,,,
1117,,,6404,,,"(309) 808-2388 - Voice",,,,,
1118,,,6432,,,"(217) 875-0833 - Voice",,,,,
1119,,,6586,,,"(844) 571-4357 - Toll-free",,,,,
1120,,,7004,,,"(217) 442-9026 - Voice",,,,,
1121,,,7008,,,"(217) 344-5433 - Voice",,,,,
1122,,,7022,,,"(217) 443-5000 - Voice",,,,,
1123,,,7135,,,"(217) 418-5888 - Voice - Appointments Only",,,,,
1124,,,7149,,,,,,,,
1125,,,7153,,,"(217) 722-1732 - Voice/Text",,,,,
1126,,,7161,,,"(217) 384-3780 - Voice - Juvenile Detention Center",,,,,
1127,,,7165,,,"(217) 384-3784 - Voice",,,,,
1128,,,7167,,,"(217) 384-3733 - Voice - Main Number",,,,,
1129,,,7171,,,"(217) 359-5333 - Voice",,,,,
1130,,,7177,,,"(217) 352-9433 - Voice",,,,,
1131,,,7388,,,"(217) 352-5179 - Voice",,,,,
1132,,,7390,,,"(217) 384-9065 - Voice",,,,,
1133,,,7392,,,"(217) 352-6533 - Voice",,,,,
1134,,,7410,,,"(217) 403-2070 - Voice",,,,,
1135,,,7414,,,"(217) 359-7937 - Voice",,,,,
1136,,,7416,,,"(217) 819-4569 - Voice",,,,,
1137,,,7418,,,"(217) 384-4144 - Voice",,,,,
1138,,,7430,,,"(217) 586-6323 - Voice",,,,,
1139,,,7432,,,"(217) 892-8777 - Voice",,,,,
1140,,,7436,,,"(217) 239-4220 - Voice",,,,,
1141,,,7438,,,"(217) 359-9622 - Voice",,,,,
1142,,,7449,,,"(217) 344-5455 - Voice",,,,,
1143,,,7452,,,"(217) 355-5437 - Voice",,,,,
1144,,,7454,,,"(217) 782-3397 - Voice",,,,,
1145,,,7466,,,"(217) 373-7832 - Voice",,,,,
1146,,,7468,,,"(217) 244-1395 - Voice",,,,,
1147,,,7470,,,"(217) 352-6220 - Voice",,,,,
1148,,,7487,,,"(217) 384-8188 - Voice",,,,,
1149,,,7492,,,"(217) 621-1090 - Voice",,,,,
1150,,,7498,,,"(217) 384-2455 - Voice",,,,,
1151,,,7181,,,"(217) 373-2827 - Voice",,,,,
1152,,,7185,,,"(217) 352-7961 - Voice",,,,,
1153,,,7187,,,"(217) 239-1152 - Voice",,,,,
1154,,,7191,,,"(217) 402-5683 - Voice - Appointment Line",,,,,
1155,,,7195,,,"(217) 403-8700 - Voice",,,,,
1156,,,7197,,,"(217) 403-6120 - Voice",,,,,
1157,,,7199,,,"(217) 244-9494 - Voice - Champaign County Cases",,,,,
1158,,,7201,,,"(217) 344-8455 - Voice",,,,,
1159,,,7209,,,"(217) 333-3704 - Voice - Counseling Center",,,,,
1160,,,7213,,,"(217) 384-3616 - Voice",,,,,
1161,,,7215,,,"(217) 356-7687 - Voice",,,,,
1162,,,7217,,,"(217) 351-2221 - Voice",,,,,
1163,,,7219,,,"(810) 328-3272 - Voice - Amanda Bryan",,,,,
1164,,,7223,,,"(217) 356-9176 - Voice",,,,,
1165,,,7225,,,"(800) 252-8980 - Toll-free - In Illinois",,,,,
1166,,,7227,,,"(217) 359-1791 - Voice",,,,,
1167,,,7229,,,"(217) 352-9827 - Voice",,,,,
1168,,,7235,,,"(217) 337-2778 - Voice",,,,,
1169,,,7237,,,"(217) 328-3301 - Voice",,,,,
1170,,,7245,,,"(217) 356-6232 - Voice",,,,,
1171,,,7249,,,"(217) 351-2437 - Voice - Main Office",,,,,
1172,,,7255,,,"(217) 398-2580 - Voice",,,,,
1173,,,7259,,,"(217) 352-8748 - Voice",,,,,
1174,,,7261,,,"(217) 328-9373 - Voice",,,,,
1175,,,7265,,,,,,,,
1176,,,7273,,,"(217) 351-4545 - Voice",,,,,
1177,,,7275,,,"(815) 347-3064 - Voice - Holly",,,,,
1178,,,7285,,,"(217) 344-7233 - Voice",,,,,
1179,,,7287,,,"(217) 351-1853 - Voice",,,,,
1180,,,7289,,,"(217) 369-4958 - Voice - Minnie Pearson",,,,,
1181,,,7293,,,"(217) 352-5118 - Voice",,,,,
1182,,,7297,,,"(217) 351-2580 - Voice",,,,,
1183,,,7299,,,"(217) 333-0041 - Voice",,,,,
1184,,,7301,,,"(217) 351-9144 - Voice",,,,,
1185,,,7303,,,"(217) 355-2662 - Voice",,,,,
1186,,,7307,,,"(217) 353-4932 - Voice - Buckle-up line",,,,,
1187,,,7309,,,"(217) 355-5654 - Voice",,,,,
1188,,,7317,,,"(217) 367-2665 - Voice",,,,,
1189,,,7323,,,"(217) 328-6170 - Voice",,,,,
1190,,,7325,,,"(217) 333-1889 - Voice",,,,,
1191,,,7329,,,"(217) 367-1544 - Voice",,,,,
1192,,,7333,,,"(217) 352-5151 - Voice",,,,,
1193,,,7335,,,"(217) 333-7672 - Voice",,,,,
1194,,,7337,,,"(217) 384-3530 - Voice",,,,,
1195,,,7339,,,"(708) 782-4608 - Voice",,,,,
1196,,,7341,,,"(217) 384-2456 - Voice - Mayor's Office",,,,,
1197,,,7345,,,"(217) 367-4057 - Voice - Main Number",,,,,
1198,,,7347,,,"(217) 384-2320 - Voice",,,,,
1199,,,7351,,,"(217) 384-3600 - Voice",,,,,
1200,,,7378,,,"(217) 383-3311 - Voice",,,,,
1201,,,7386,,,"(217) 383-4375 - Voice",,,,,
1202,,,7402,,,"(855) 462-0100 - Toll-free",,,,,
1203,,,7404,,,"(217) 819-3556 - Voice",,,,,
1204,,,7408,,,"(217) 328-3313 - Voice - Main Line",,,,,
1205,,,7420,,,"(217) 893-1530 - Voice",,,,,
1206,,,7422,,,"(217) 607-0546 - Voice",,,,,
1207,,,7426,,,"(217) 819-1976 - Voice",,,,,
1208,,,7440,,,"(217) 344-1120 - Voice",,,,,
1209,,,7442,,,"(217) 356-1558 - Voice",,,,,
1210,,,7447,,,"(217) 384-3076 - Voice",,,,,
1211,,,7457,,,"(217) 337-2730 - Voice - Crisis Line",,,,,
1212,,,7462,,,"(217) 359-0507 - Voice",,,,,
1213,,,7464,,,"(217) 356-1925 - Voice",,,,,
1214,,,7511,,,"(217) 384-1204 - Voice - General Inquiries",,,,,
1215,,,7537,,,"(217) 384-2447 - Voice",,,,,
1216,,,7545,,,"(217) 282-9607 - Voice",,,,,
1217,,,7559,,,"(217) 333-8911 - Voice - Dispatch, Non-Emergency",,,,,
1218,,,7561,,,"(217) 893-5600 - Voice - Administration",,,,,
1219,,,7563,,,"(217) 586-5533 - Voice - Records/Administration",,,,,
1220,,,7573,,,"(217) 239-0142 - Voice",,,,,
1221,,,7601,,,"(217) 403-8830 - Voice",,,,,
1222,,,7603,,,"(217) 403-7070 - Voice",,,,,
1223,,,7649,,,"(217) 351-3881 - Voice",,,,,
1224,,,7683,,,,,,,,
1225,,,7686,,,"(217) 384-3616 - Voice",,,,,
1226,,,7693,,,"(217) 356-9078 - Ext. 107 - Voice - Ruth Moore Community Outreach",,,,,
1227,,,7549,,,"(217) 337-2000 - Voice",,,,,
1228,,,7551,,,"(217) 892-6800 - Voice",,,,,
1229,,,7553,,,"(217) 586-4456 - Voice",,,,,
1230,,,7555,,,"(217) 384-3776 - Voice",,,,,
1231,,,7579,,,"(217) 893-9350 - Voice",,,,,
1232,,,7581,,,"(217) 586-5757 - Voice",,,,,
1233,,,7588,,,"(217) 903-5900 - Voice",,,,,
1234,,,7599,,,"(217) 384-3760 - Voice",,,,,
1235,,,7651,,,"(888) 444-2359 - Toll-free",,,,,
1236,,,7679,,,"(217) 351-3841 - Voice",,,,,
1237,,,7681,,,"(217) 384-1266 - Voice",,,,,
1238,,,7695,,,"(217) 351-2120 - Voice",,,,,
1239,,,7731,,,"(217) 384-3505 - Voice",,,,,
1240,,,7793,,,"(217) 356-5164 - Voice",,,,,
1241,,,8674,,,"(217) 384-3753 - Voice",,,,,
1242,,,8677,,,"(217) 384-3714 - Voice",,,,,
1243,,,8685,,,"(217) 377-9762 - Voice",,,,,
1244,,,8696,,,"(217) 586-3392 - Voice - Contact First - Ann Paul, President",,,,,
1245,,,8992,,,"(217) 268-3051 - Voice",,,,,
1246,,,9006,,,"(217) 348-3869 - Voice",,,,,
1247,,,9084,,,"(847) 515-1505 - Voice",,,,,
1248,,,9180,,,"(815) 978-9871 - Voice",,,,,
1249,,,9214,,,"(815) 269-2970 - Voice",,,,,
1250,,,9356,,,"(309) 682-1113 - Voice",,,,,
1251,,,9622,,,"(217) 384-3725 - Voice",,,,,
1252,,,9949,,,"(217) 834-3349 - Voice",,,,,
1253,,,7938,,,"(217) 253-4137 - Voice",,,,,
1254,,,7940,,,,,,,,
1255,,,8081,,,"(217) 417-5897 - Voice - La Linea Immigrant Helpline",,,,,
1256,,,8418,,,"(217) 893-4673 - Voice",,,,,
1257,,,8715,,,"(800) 464-6010 - Toll-free - Application Questions",,,,,
1258,,,8879,,,"(217) 532-2001 - Voice",,,,,
1259,,,8914,,,"(877) 882-1495 - Voice",,,,,
1260,,,8958,,,"(309) 691-8113 - Voice",,,,,
1261,,,9093,,,"(312) 795-0000 - Voice",,,,,
1262,,,9122,,,"(217) 355-4120 - Voice - Home Care",,,,,
1263,,,9160,,,"(312) 347-7600 - Voice",,,,,
1264,,,9368,,,"(217) 333-6503 - Voice",,,,,
1265,,,9394,,,"(855) 846-8376 - Voice",,,,,
1266,,,9497,,,"(309) 698-3060 - Voice",,,,,
1267,,,9959,,,"(217) 328-3663 - Voice",,,,,
1268,,,10018,,,"(217) 586-2611 - Voice",,,,,
1269,,,10020,,,"(217) 893-5700 - Voice",,,,,
1270,,,10022,,,"(217) 892-6824 - Voice",,,,,
1271,,,10100,,,"(217) 379-4302 - Voice",,,,,
1272,,,10102,,,"(217) 403-3710 - Voice",,,,,
1273,,,10159,,,"(217) 351-3701 - Voice",,,,,
1274,,,10396,,,"(217) 337-9057 - Voice",,,,,
1275,,,10451,,,"(217) 344-2144 - Voice",,,,,
1276,,,10453,,,"(630) 754-4500 - Voice",,,,,
1277,,,10058,,,"(217) 356-3852 - Voice",,,,,
1278,,,10060,,,"(217) 359-2122 - Voice",,,,,
1279,,,10063,,,"(217) 333-1000 - Voice",,,,,
1280,,,10073,,,"(217) 428-3458 - Voice",,,,,
1281,,,10287,,,"(217) 552-1177 - Voice",,,,,
1282,,,10289,,,"(217) 649-1389 - Voice - Voice & text",,,,,
1283,,,10377,,,"(217) 359-3631 - Voice",,,,,
1284,,,10468,,,"(847) 262-5134 - Voice",,,,,
1285,,,10527,,,"(847) 668-2114 - Voice",,,,,
1286,,,10724,,,"(217) 784-4540 - Voice",,,,,
1287,,,10893,,,"(217) 892-6035 - Voice - Trisha Freeman, Contact",,,,,
1288,,,10902,,,"(309) 212-2205 - Voice",,,,,
1289,,,10920,,,"(217) 344-1593 - Voice",,,,,
1290,,,10922,,,"(217) 344-5091 - Voice",,,,,
1291,,,10987,,,"(309) 530-3327 - Voice",,,,,
1292,,,11045,,,"(217) 431-8825 - Ext. 4 - Voice",,,,,
1293,,,11164,,,"(855) 452-3526 - Voice - (855-IL-AFLAN)",,,,,
1294,,,11184,,,"(815) 370-6147 - Voice",,,,,
1295,,,11212,,,,,,,,
1296,,,11231,,,"(847) 240-0027 - Voice",,,,,
1297,,,11366,,,,,,,,
1298,,,11634,,,"(630) 758-2600 - Voice",,,,,
1299,,,11643,,,"(217) 782-0244 - Voice - Office of the Governor",,,,,
1300,,,11701,,,,,,,,
1301,,,10805,,,,,,,,
1302,,,10810,,,"(312) 855-9444 - Voice - Corporate Office",,,,,
1303,,,10864,,,"(217) 398-9077 - Voice",,,,,
1304,,,10926,,,"(217) 384-3798 - Voice - Office",,,,,
1305,,,10949,,,"(866) 364-6667 - Toll-free - 24/7",,,,,
1306,,,10951,,,"(800) 944-8766 - Toll-free - Chat Number - Use Participant Code 73162",,,,,
1307,,,11082,,,"(217) 721-2686 - Voice",,,,,
1308,,,11094,,,"(217) 351-3722 - Voice - Champaign Unit School District #4",,,,,
1309,,,11156,,,"(217) 238-5700 - Voice",,,,,
1310,,,11259,,,"(217) 528-4713 - Voice",,,,,
1311,,,11347,,,"(312) 726-5699 - Voice",,,,,
1312,,,11419,,,,,,,,
1313,,,11566,,,"(708) 331-7370 - Voice",,,,,
1314,,,11713,,,,,,,,
1315,,,11714,,,,,,,,
1316,,,11715,,,"(800) 524-0795 - Toll-free - Within Illinois",,,,,
1317,,,11740,,,,,,,,
1318,,,11850,,,,,,,,
1319,,,11932,,,,,,,,
1320,,,11716,,,"(217) 652-9611 - Voice - Administration",,,,,
1321,,,11731,,,"(312) 814-2420 - Voice",,,,,
1322,,,11736,,,,,,,,
1323,,,11739,,,"(847) 441-7200 - Voice",,,,,
1324,,,11993,,,"(847) 791-7722 - Voice - Dr. Sarah Allen - Counseling & Workshops",,,,,
1325,,,12051,,,"(312) 922-2200 - Phone",,,,,
1326,,,12080,,,"(312) 251-1680 - Voice",,,,,
1327,,,12232,,,"(773) 582-5852 - Voice - USO Midway",,,,,
1328,,,13603,,,"(217) 607-1906 - Voice",,,,,
1329,,,13678,,,"(217) 356-1879 - Voice",,,,,
1330,,,13729,,,"(217) 893-3955 - Voice",,,,,
1331,,,13815,,,"(217) 377-9273 - Voice",,,,,
1332,,,13902,,,,,,,,
1333,,,14013,,,"(217) 365-2857 - Voice",,,,,
1334,,,,,,"(217) ANI-HELP",,,,,
1335,,,,,,"(217) ANI-1234",,,,,
1336,,,,,,"(217) CDC-HELP",,,,,
1337,,,,,,"(217) CDC-HELP (ORG)",,,,,
1338,,,,,,"(217) 123-4567",,,,,
1339,,,,,,"(217) CDC-QUES",,,,,
1340,,,,,,（217）CDC-GRADS,,,,,
1341,,,,,,"(217) 211-CHMP",,,,,
1342,,,,,,"(217) 211-DIRS",,,,,
