id,organization_id,program_id,name,alternate_name,description,url,email,status,interpretation_services,application_process,wait_time,fees,accreditations,licenses,taxonomy_ids
508,5917,,"Crisis Intervention Hotlines/Helplines * LGBTQ Individuals","LGBTQ Violence Resource Line","The Anti-Violence Project (AVP) at the Center on Halsted empowers lesbian, gay, bisexual, transgender, queer, and HIV-affected communities and allies to end all forms of violence through organizing and education, and supports survivors through counseling and advocacy.",http://www.centeronhalsted.org/AVP.html,,inactive,,"By phone; please leave a message. Callers can expect a response within one business day. Survivors can email or attend walk-in hours as well.","Anyone who has been a victim of violence or discrimination.",,,,
509,5937,,"Advocacy * Children and Youth with Emotional Disturbance",,"CRSA was created by the Illinois legislature to address barriers to needed mental health services for youth with severe emotional disabilities. When the system breaks down and constituents are not getting access to state agency services for their child(ren), CRSA will get involved.

Most referrals to CRSA are from parents who call because their child has either been denied access to a needed plan of mental health care or their community does not have the necessary resources to stabilize their emotionally disturbed child. CRSA will find out where the system broke down, then, case by case, attempt to resolve the barrier.

CRSA is aware of issues relating to safety and mental health because 99% of youth served have an emotional disturbance, and out of those, 60% are youth with physical aggression problems. Close to 40% of referrals are about youth who are suicidal and over a quarter of the referrals are about youth who want to harm or kill others.

Whether CRSA is helping child by child or proposing systemic changes in the state service system, one thing is for certain, children and families in Illinois continue to need a ""safety net"" to fall back upon. The CRSA will most likely always have a role in our state. Each wave of systems change creates unintended casualties; children and families who, for one reason or another, do not fit into the system as it changes. We will continue our mission to remain available and committed those children and families in Illinois.",,,inactive,,"By phone.","Up to age 21 with severe emotional disturbances and behavior disorders.",,,None.,637158405241810
510,5991,,"Disease/Disability Information * Epilepsy",,"The Epilepsy Foundation of Greater Chicago is an Illinois not-for-profit organization offering counseling, advocacy, and educational services to people with epilepsy, their families, and the communities in which they live. Services include:
- Research funding
- Information and referral
- Vocational counseling
- Grassroots advocacy efforts
- Summer camps
- Educational seminars
- Community awareness initiatives
- Support groups
- Mentorship program",http://www.epilepsychicago.org,info@epilepsychicago.org,inactive,,"By phone or walk-in, referred or self-referred.",,,,,
511,610,,"Internet Safety Education","High Tech Crimes Bureau","The Attorney General's High Tech Crimes Bureau provides important training and education programs in the area of computer crimes, including online child pornography, online sexual abuse, online fraud, e-mail threats, identity theft, and computer hacking. In addition, the bureau offers investigative and prosecutorial assistance with cases and coordinates the Illinois Internet Child Exploitation Task Force.

The Illinois Computer Crime Institute (ICCI), an entity within the Attorney General's High Tech Crimes Bureau, is dedicated to training and supporting Illinois law enforcement and prosecutors in the investigation and prosecution of high technology crimes, as well as in the use of high technology tools to enhance the effectiveness of their work.",http://illinoisattorneygeneral.gov/cyberbullying/,,inactive,,"By phone, website, or e-mail.",,,,,789038541797078
512,610,,"Offender Registries/Community Notification","Illinois Automated Victim Notification (AVN) System","Provides victims and concerned citizens with a toll-free number they can call for up-to-date information on the custody and/or case status of an offender. Callers may choose to register for automatic notification through Illinois AVN. Illinois AVN is also available online at www.vinelink.com, a public website that allows visitors to search for offender custody and case status. Users can also register online for phone or e-mail notification of changes in an offender's custody and/or court case status.",http://vinelink.com,,inactive,,,,,,,
513,610,,"Identity Theft Reporting/Recovery Programs","Identity Theft Hotline","The Identity Theft Hotline provides Illinoisans who have been victimized by identity theft with one-on-one assistance as they work to report the crime to local law enforcement and financial institutions, repair their credit, and prevent future problems. The website also has several documents concerning identity theft and the recovery process.",,,inactive,,,,,,,
516,6363,,"Pension Benefits Assistance",,"The Illinois Pension Assistance Project, funded by The Retirement Research Foundation, provides free personalized pension counseling to residents of Illinois who have questions about their traditional private pension plans, 401(K) plans, or other private employer-sponsored retirement plans.

Project can assist individuals who have problems with pensions from the private sector such as those who have been denied pension benefits, who are receiving less than they are entitled to, who are unable to locate a lost pension, as well as with other issues regarding pension eligibility. However, the project does not handle cases that involve public pension benefits such as state or local plans, nor do they handle church plans.",http://www.umb.edu/pensionaction,pension@umb.edu,inactive,,"By phone or website.",,,,,
517,6404,,"Opioid Detoxification",,"The treatment centers are licensed by the State of Illinois to provide Opioid Substance Abuse treatment services to help people overcome their dependence on painkillers, heroin, and opiate-based medications. Medicated-assisted treatment is successful in relieving the cravings for opioids, eliminating withdrawal symptoms during treatment, and blocking the euphoric effects one may experience when using opioids.",http://www.methadonetreatmentcenter.com,Champaign@methadonetreatmentcenter.com,inactive,,"Call for an intake appointment.","Age 18 and over; opiate dependent one year; and persons who would benefit from this sort of treatment.",,"Photo ID.",,
518,6432,,"Psychiatric Rehabilitation",,"Decatur Manor Healthcare is an Intermediate Care Facility for the chronically mentally ill. A variety of mental illnesses are treated in the residential housing setting, including Schizo-Affective Disorder, Major Depression, Bipolar Disorder, Schizophrenia, as well as those who are dually diagnosed with a mental illness and substance abuse. The psych-social rehabilitation programs include anger management, substance abuse groups, and medication management.",,,inactive,,"By phone.",,,,,
520,6586,,"Disease/Disability Information * Arthritis",,"The Arthritis Foundation is the largest national nonprofit organization dedicated solely to the prevention, control, and cure of arthritis, the nation's leading cause of disability. The Foundation provides education, programs & services, information about upcoming events, programming news, volunteer opportunities, and other Foundation-related business.",,,inactive,,"By phone or website.",,,,,
523,681,,"Foster Home Placement",,"ICM recruits, trains, and licenses Christian families to provide home-based foster care for children in need. ICM case workers provide support services depending upon the unique needs of each family. Foster home placements are made strictly on a voluntary basis with the parent or guardian of the child. The goal of the Family Foster Care Ministry is to work toward the best long-term interest of the child while returning the child home as soon as possible.",http://www.icmfamily.org,admin@icmfamily.org,inactive,,,"Check the website for eligibility requirements.",,,,
524,681,,"Adoption Services",,"ICM provides home studies for Christian couples and individuals who wish to adopt domestically, within the USA, as well as home studies for Christian couples and individuals who wish to adopt a child from another country. ICM does not guarantee participants will receive a child to adopt through its programs. ICM provides services to birth parents within Illinois that wish to place their born and unborn children for adoption. ICM places these children in Christian homes that meet the criteria to adopt.",http://www.icmfamily.org,admin@icmfamily.org,inactive,,,,,,,
525,681,,"Pregnancy Counseling",,"Caseworkers available to discuss pregnancy options. If living in Illinois or near its borders in another state, a caseworker can come to the client's home or meet client at a convenient time and place to discuss these options. Client may bring mother, a friend, the father of the baby, or another support person to the meeting. All information shared is confidential and there is no obligation to continue working with ICM.",http://www.icmfamily.org,admin@icmfamily.org,inactive,,,,,,,
526,3911,,"Disease/Disability Information * Amyotrophic Lateral Sclerosis",,"The ALS Association is the only national not-for-profit health organization dedicated solely to the fight against ALS. ALSA covers all the bases - research, patient & community services, public education, and advocacy - in providing help and hope to those facing the disease. The local chapters focus primarily on helping local patients and families live with ALS while the national office focuses primarily on research and advocacy.",http://www.alsachicago.org,info@alsachicago.org,inactive,,,,,,,
527,3911,,"Case/Care Management * Amyotrophic Lateral Sclerosis","Care Management Program","Care management is a collaborative process of assessment, planning, facilitation, care coordination, evaluation, and advocating for options and services to meet the person with ALS’s health needs through communication and available resources. Care management can enhance continuity of care, which ensures that persons with ALS are receiving the necessary care resulting in improved health outcomes, better disease planning and reduction or avoidance of complications.

Program components include:
- Care management coordinators.
- Home visits and virtual home visits.
- Disease specific education.
- Resources and services for those living with ALS, their families and caregivers, military veterans living with ALS, and neurologists.
- Support and fellowship groups.",http://www.alsachicago.org,info@alsachicago.org,inactive,,"Call or register through the website.",,,,,
528,40,,"Scouting Programs",,"The goal of Girl Scouting is to help each girl develop to her full potential through informal, educational group programs. Emphasis is on values clarification, building self-esteem, development of social and leadership skills, and constructive leisure time pursuits.

Girl Scouts of Central Illinois offers program opportunities in the areas of healthy living, travel, financial literacy, arts, STEM (science, technology, engineering, and math), and outdoor education. Activities are designed to stimulate the leadership qualities in each Girl Scout.  

Girl Scouts of Central Illinois also has a wide curriculum to meet the needs of schools and service agencies in areas of bullying, self-esteem, body image, and much more. When requested, staff from Girl Scouts of Central Illinois will present programs to students/clients from local schools, troops, and social service agencies. Several programs are offered through these mobile presentations.",,,inactive,,"By phone; walk-ins accepted.","Girl Scout membership is open to all girls (ages 5 to 17).",,,,
529,40,,"Volunteer Opportunities",,"Opportunities: Troop leader, co-leader, helpers for events, meetings, and booths representing the Girl Scout Program. Additional volunteers needed to support programing and fundraising. There are comprehensive training and education programs covering child growth and development and leadership skills, which benefit the adult personally as well as in his/her volunteer role.",,,inactive,,,,,,,
530,402,,"Information and Referral",,"Information and referral and 2-1-1 services are available 24 hours by telephone. Phonelines are staffed by trained call specialists that can provide information about, and referrals to, human services for everyday needs and during times of crisis.",http://www.pathcrisis.org,,inactive,,"By phone.",,,,,
533,432,,"Home Delivered Meals",,"Home-delivered meals are available to home-bound seniors and individuals with disabilities who qualify. A program staff person is required to do a home visit for an assessment. Home delivered meal clients receive meals Monday through Friday",http://www.sarahbush.org/peacemeal,peacemeal@sblhs.org,inactive,,"Home delivered meals are a need-based service and require an in-home assessment -- call for an appointment -- as much notice as possible is appreciated.","Serves seniors (60+). Some individuals with disabilities may qualify for the service if they are able to pay full price for meals. If they cannot afford full price meals, they should contact Illinois DHS' Division of Rehabilitation Services for possible help.",,,,
534,432,,"Volunteer Opportunities",,"Call for available positions.",http://www.sarahbush.org/peacemeal,peacemeal@sblhs.org,inactive,,,,,,,
535,49,,"Disease/Disability Information * Heart Disease",,"The American Heart Association advocates for the reduction of premature death and disability due to heart disease and stroke. This is accomplished through the sponsorship of research, public health education, professional education/training, and community programs.

The American Stroke Association is a division of the American Heart Association. The ASA educates people about stroke prevention and treatment.",http://www.heart.org,,inactive,,"By phone.",,,,,
536,49,,"Disease/Disability Information * Stroke",,"The American Heart Association advocates for the reduction of premature death and disability due to heart disease and stroke. This is accomplished through the sponsorship of research, public health education, professional education/training, and community programs.

The American Stroke Association is a division of the American Heart Association. The ASA educates people about stroke prevention and treatment.",http://www.heart.org,,inactive,,"By phone.",,,,,
537,492,,Obstetrics/Gynecology,,"Medical Services provided to women and men, by appointment:
- Gynecological exams (cancer screenings, evaluation, and treatment of infections).
- Clinical breast exams.
- Male reproductive health services.
- HIV testing and counseling.
- STD testing, treatment, & vaccines.
- Gardasil (HPV vaccine).
- Hepatitis B vaccine.",http://www.ppil.org,rbeach@ppeci.org,inactive,,"Call or use the website to set up an appointment.",,,"Photo ID and proof of income.",,
538,492,,Abortions,,"Champaign Health Center Abortion Services:
- abortion pill (medication abortion).
- pre- and post-abortion patient education.
- post-abortion follow-up exams.
- referrals for other abortion services, as needed.",http://www.ppil.org,,inactive,,"Call or use the website to set up an appointment.",,,"Photo ID and proof of income.",,
539,492,,"Birth Control",,"Comprehensive birth control services. Offers sterilization for men (vasectomy).",http://www.ppil.org,,inactive,,"Appointments are preferred; can be scheduled by phone or online. Walk-ins always accepted for emergency contraception.",,,"Photo ID and proof of income.",,
540,5,,"Area Agencies on Aging",,"The function of the Area Agency on Aging is to plan, coordinate, and advocate for the development of a comprehensive service delivery system for persons age 60 and above and their caregivers. AAA provides federal (Older Americans Act) and state (General Revenue) funds through grants and contracts to community programs on aging in the 16 counties of East Central Illinois.  

Funded programs in McLean County include:
- Community Care Systems, Inc.
- Case Coordination Unit.
- Peace Meal Senior Nutrition Program.
- Prairie State Legal Services.",http://www.eciaaa.org,aginginfo@eciaaa.org,inactive,,,,,,,
541,5,,"Long Term Care Ombudsman Programs","Long Term Care Ombudsman","A Nursing Home Ombudsman is available to assist residents in long-term care facilities (and their families). The Ombudsman will attempt to investigate and resolve any questions, complaints, or concerns regarding the quality of life and care of a nursing home resident.",http://www.eciaaa.org,,inactive,,,,,,,
542,5,,"Information and Referral * Older Adults",,"The function of the Area Agency on Aging is to plan, coordinate, and advocate for the development of a comprehensive service delivery system for persons age 60 and above and their caregivers. AAA provides federal (Older Americans Act) and state (General Revenue) funds through grants and contracts to community programs on aging in the 16 counties of East Central Illinois.  

Funded programs in McLean County include:
- Community Care Systems, Inc.
- Case Coordination Unit.
- Peace Meal Senior Nutrition Program.
- Prairie State Legal Services.",,,inactive,,,,,,,
543,500,,"Child and Adult Care Food Programs",,"Provides monetary reimbursement for meals and snacks served to children in child care, provided USDA nutritional requirements are met. When sponsored by the Association for Child Development, all child care providers receive a wide range of materials free of charge. In addition, providers receive a bookkeeping calendar, nutrition education activity book, nutrition education/training certificates, and a cookbook to fit the needs of children in child care.",http://www.acdkids.org,illinois@acdkids.org,inactive,,"By phone, mail, e-mail, or FAX.","Must be a licensed or license-exempt child care provider.",,,,878986697513222
544,5007,,"Geriatric Counseling","Good Samaritan Program for Seniors","Offers free professional in-home counseling services for people of all faiths who are 60 years of age or older and may be struggling with depression, grief and loss, anxiety, family relationship issues, loss of functioning, chronic illness or other issues affecting their mental well-being. The goal of the counseling services is to help older adults improve their quality of life as well as their ability to continue to live independently.",http://cdop.org,kmcavoy@ccdop.org,inactive,,"By phone for appointment.","For individuals age 60 and over who live in their own home, apartment, or in assisted/supportive living.",,,,
545,5007,,"Volunteer Opportunities","Caring Companions Program","Offers a ""Caring Companions"" program which matches seniors with volunteers who can help them. Examples of services include transportation to appointments or errands, assistance with shopping, light help around the house, or friendly visiting.",http://cdop.org,kmcavoy@ccdop.org,inactive,,"By phone for appointment.","For individuals 60 and over who live in their own home or apartment and can benefit from support services.",,,,
546,5007,,"In Home Assistance * Older Adults","Caring Companions Program","Offers a ""Caring Companions"" program which matches seniors with volunteers who can help them. Examples of services include transportation to appointments or errands, assistance with shopping, light help around the house, or friendly visiting.",http://cdop.org,kmcavoy@ccdop.org,inactive,,"By phone for appointment.","For individuals 60 and over who live in their own home or apartment and can benefit from support services.",,,,
547,5007,,"Friendly Visiting * Older Adults","Caring Companions Program","Offers a ""Caring Companions"" program which matches seniors with volunteers who can help them. Examples of services include transportation to appointments or errands, assistance with shopping, light help around the house, or friendly visiting.",http://cdop.org,kmcavoy@ccdop.org,inactive,,"By phone for appointment.","For individuals 60 and over who live in their own home or apartment and can benefit from support services.",,,,
548,5007,,"Senior Ride Programs","Caring Companions Program","Offers a ""Caring Companions"" program which matches seniors with volunteers who can help them. Examples of services include transportation to appointments or errands, assistance with shopping, light help around the house, or friendly visiting.",http://cdop.org,kmcavoy@ccdop.org,inactive,,"By phone for appointment.","For individuals 60 and over who live in their own home or apartment and can benefit from support services.",,,,
549,51,,"Advocacy * Disabilities Issues","Legal Advocacy Services","The LAS was created so that eligible children and adults who have a disability could obtain legal advice and representation to protect and enforce their rights guaranteed by Illinois' mental health laws. LAS attorneys provide needed assistance to persons with disabilities in a variety of settings: mental health facilities, residential programs, community placements, and nursing homes. Issues addressed include, but are not limited to: admission and discharge from hospitalization, adequate treatment, refusal of unwanted services, and confidentiality of mental health records. Assistance takes the form of information, referral, and legal representation in court hearings and administrative proceedings.",,,inactive,,,,,,,637158405241810
550,51,,"Public Guardianship/Conservatorship Programs","Office of State Guardian","The Office of State Guardian (OSG) handles the personal, financial, and legal affairs of developmentally disabled, mentally ill, and elderly persons with disabilities. OSG serves as ""guardian of last resort"" for individuals with disabilities when no other person is available to serve. Most of its wards are indigent or have limited assets. The Office of State Guardian also assists the court, as the court directs, in guardianship proceedings. In addition, OSG counsels and assists families or others willing to become guardians, with the goal of locating non-public guardians and structuring alternatives to guardianship.",,,inactive,,"By phone or website.",,,,,
551,51,,"Disability Rights Groups","Human Rights Authority","The Human Rights Authority exists to conduct investigations of complaints of violations of the rights of persons with disabilities. Based on early models of a singular regional grassroots program, the Human Rights Authority serves as a statewide framework providing direction and standards for a largely volunteer effort.",,,inactive,,,,,,,
552,5126,,"Adult Residential Treatment Facilities",,"New Focus is designed to help individuals by treating all forms of mental illness and related behavior disorders. New Focus is only for the treatment and rehabilitation of residents with mental illness. The program is ""stand-alone"" and not mixed within a skilled geriatric nursing home. Some services include but are not limited to:
- Group meetings.
- Psycho-social education - group/individual.
- Individual case management.
- Skills training programs.
- Medication management.
- Chemical dependency.",http://danvillecarerehab.com,,inactive,,"By phone.",,,,,
553,5126,,"Psychiatric Rehabilitation",,"New Focus is designed to help individuals by treating all forms of mental illness and related behavior disorders. New Focus is only for the treatment and rehabilitation of residents with mental illness. The program is ""stand-alone"" and not mixed within a skilled geriatric nursing home. Some services include but are not limited to:
- Group meetings.
- Psycho-social education - group/individual.
- Individual case management.
- Skills training programs.
- Medication management.
- Chemical dependency.",http://danvillecarerehab.com,,inactive,,"By phone.",,,,,
554,5126,,"Hospice Care",,"Danville Care Center (South building) is dedicated to geriatric long term care specializing in rehabilitation to home. Most residents at Danville Care Center are people who need that little extra help to ensure their health and safety. Specialists are determined to keep guest mentally and physically as independent as possible for both short term and long term residents.

Services include:
- Physical Therapy.
- Occupational Therapy.
- Speech Therapy.
- IV Therapy.
- Nebulizer treatments.
- Wound Care, including Wound Vac and Mist Therapy.
- Diabetes management.
- Patient and Family education.
- Enteral Feeding.
- Hospice Care.
- Respite Care.
- Alzheimer's and Dementia care.
- Restorative Services.
- Podiatry Services.
- Peritoneal dialysis.",http://danvillecarerehab.com,,inactive,,"By phone, walk-in.",,,,,
555,5126,,"Dementia Management",,"Danville Care Center (South building) is dedicated to geriatric long term care specializing in rehabilitation to home. Most residents at Danville Care Center are people who need that little extra help to ensure their health and safety. Specialists are determined to keep guest mentally and physically as independent as possible for both short term and long term residents.

Services include:
- Physical Therapy.
- Occupational Therapy.
- Speech Therapy.
- IV Therapy.
- Nebulizer treatments.
- Wound Care, including Wound Vac and Mist Therapy.
- Diabetes management.
- Patient and Family education.
- Enteral Feeding.
- Hospice Care.
- Respite Care.
- Alzheimer's and Dementia care.
- Restorative Services.
- Podiatry Services.
- Peritoneal dialysis.",http://danvillecarerehab.com,,inactive,,"By phone, walk-in.",,,,,
556,5126,,"Inpatient Rehabilitation",,"Danville Care Center (South building) is dedicated to geriatric long term care specializing in rehabilitation to home. Most residents at Danville Care Center are people who need that little extra help to ensure their health and safety. Specialists are determined to keep guest mentally and physically as independent as possible for both short term and long term residents.

Services include:
- Physical Therapy.
- Occupational Therapy.
- Speech Therapy.
- IV Therapy.
- Nebulizer treatments.
- Wound Care, including Wound Vac and Mist Therapy.
- Diabetes management.
- Patient and Family education.
- Enteral Feeding.
- Hospice Care.
- Respite Care.
- Alzheimer's and Dementia care.
- Restorative Services.
- Podiatry Services.
- Peritoneal dialysis.",http://danvillecarerehab.com,,inactive,,"By phone, walk-in.",,,,,
557,5308,,"Psychiatric Day Treatment * Children","Inpatient, Outpatient and Partial Hospitalization","Lincoln Prairie Behavioral Health Center offers families and children in central and southern Illinois the following services:
- 97 inpatient psychiatric beds for youth ages 3-17.
- Array of outpatient programs including partial hospitalization and intensive outpatient to complement and supplement the community needs of Springfield.
- Physicians to monitor medications and treat childhood behavioral and mental health needs.
- Inpatient/Outpatient treatment options.

Facility and treatment components include:
- Free 24-hour assessments and referrals.
- Multi-disciplined evaluations.
- Qualified mental health professionals.
- Behavioral therapy.
- Expressive therapy.
- Individual, group, and family counseling.",http://www.lincolnprairiebhc.com,jill.mcclintock@uhsinc.com,inactive,,"By phone, walk-in, or appointment.","Boys and girls, age 3-17.",,,,
558,5308,,"Adolescent/Youth Counseling","Inpatient, Outpatient and Partial Hospitalization","Lincoln Prairie Behavioral Health Center offers families and children in central and southern Illinois the following services:
- 97 inpatient psychiatric beds for youth ages 3-17.
- Array of outpatient programs including partial hospitalization and intensive outpatient to complement and supplement the community needs of Springfield.
- Physicians to monitor medications and treat childhood behavioral and mental health needs.
- Inpatient/Outpatient treatment options.

Facility and treatment components include:
- Free 24-hour assessments and referrals.
- Multi-disciplined evaluations.
- Qualified mental health professionals.
- Behavioral therapy.
- Expressive therapy.
- Individual, group, and family counseling.",http://www.lincolnprairiebhc.com,jill.mcclintock@uhsinc.com,inactive,,"By phone, walk-in, or appointment.","Boys and girls, age 3-17.",,,,
559,5308,,"Family Counseling","Inpatient, Outpatient and Partial Hospitalization","Lincoln Prairie Behavioral Health Center offers families and children in central and southern Illinois the following services:
- 97 inpatient psychiatric beds for youth ages 3-17.
- Array of outpatient programs including partial hospitalization and intensive outpatient to complement and supplement the community needs of Springfield.
- Physicians to monitor medications and treat childhood behavioral and mental health needs.
- Inpatient/Outpatient treatment options.

Facility and treatment components include:
- Free 24-hour assessments and referrals.
- Multi-disciplined evaluations.
- Qualified mental health professionals.
- Behavioral therapy.
- Expressive therapy.
- Individual, group, and family counseling.",http://www.lincolnprairiebhc.com,jill.mcclintock@uhsinc.com,inactive,,"By phone, walk-in, or appointment.","Boys and girls, age 3-17.",,,,
560,5671,,"Mercy Transportation * Air Transportation","Mercy Transportation","LifeLine Pilots facilitates free AIR transportation through volunteer pilots for passengers experiencing financial hardship with medical and humanitarian needs.",http://www.lifelinepilots.org,missions@lifelinepilots.org,inactive,,"By phone, fax, email, website.","Eligibility can be found on the mission application on website or by calling.",,,,1232587316936391
561,5759,,"Child Care Provider Referrals",,"Child Care Resource Service (CCRS) is part of the statewide network of child care resource and referral agencies. Services include:
1) Providing families seeking child care with a list of local child care options and information on how to select quality care. 
2) Supporting child care providers with training opportunities and resource development. 
3) Maintaining current local data on child care supply and demand.
4) Administering the state Child Care Assistance Program (CCAP) for working parents with children under the age of 13 who income-qualify. Will pay for parent's choice of child care, full or part-time, as well as before- and after-school care.",http://www.ccrs.illinois.edu,ccrs@illinois.edu,inactive,,"By phone, walk-in.",,,"Proof of income.","Child Care Assistance Program - 200% of the federal poverty level.",
562,5759,,"Child Care Expense Assistance",,"Child Care Resource Service (CCRS) is part of the statewide network of child care resource and referral agencies. Services include:
1) Providing families seeking child care with a list of local child care options and information on how to select quality care. 
2) Supporting child care providers with training opportunities and resource development. 
3) Maintaining current local data on child care supply and demand.
4) Administering the state Child Care Assistance Program (CCAP) for working parents with children under the age of 13 who income-qualify. Will pay for parent's choice of child care, full or part-time, as well as before- and after-school care.",http://www.ccrs.illinois.edu,ccrs@illinois.edu,inactive,,"By phone, walk-in.",,,"Proof of income.","Child Care Assistance Program - 200% of the federal poverty level.",
563,5993,,"Support Groups * Families/Friends of Individuals With a Drug Use Disorder",,"A 12-step fellowship for families and friends of those individuals with drug, alcohol, or related behavioral issues.",http://www.familiesanonymous.org,,inactive,,"By phone, website.",,,,,
564,5993,,"Support Groups * Families/Friends of Individuals With an Alcohol Use Disorder",,"A 12-step fellowship for families and friends of those individuals with drug, alcohol, or related behavioral issues.",http://www.familiesanonymous.org,,inactive,,"By phone, website.",,,,,
565,60,,"Support Groups * Adoptive Parent/Child Search","Adoption Triad Members Support Group","An adoption support group open to all adoptees, birth parents, adoptive parents, birth family members, or anyone whose life has been touched by adoption. Minors 17 years of age and under must be accompanied by a parent or legal guardian.",,,inactive,,,,,,,
566,6057,,"Dental Care","Donated Dental Services Program (DDS)","The Donated Dental Services program tends to the essential and comprehensive dental care needs of the nation’s most vulnerable people: disabled, elderly, or medically-compromised individuals who cannot afford necessary treatment or get public aid. Volunteer dentists treat DDS patients in their own offices where they can work more efficiently with their own equipment, supplies, and staff. This is not an emergency service and there is a wait list.",,,inactive,,"Must fill out an application to get on the wait list, which is available on the website. Once the name comes up on the wait list (which may be several months), an intake interview will be done over the phone.

Lisa Williamson, DDS Coordinator, can be reached by phone at 309-691-5938. Lisa is the contact for all Illinois counties outside of the Cook County Area. Please note, as of 1/2019, the following counties are closed due to lengthy wait lists: Grundy, Kankakee, Kendall, Stephenson, and Whiteside.","One must lack adequate income to pay for major dental care and either be:
- Permanently disabled.
- Medically at-risk.
- 65 years old or older.",,"Proof of income, Social Security award letter (if applicable).",,
567,6057,,"Dental Care * Orthodontists","Donated Orthodontic Services Program (DOS)","Donated Orthodontic Services (DOS) is a program operated by Dental Lifeline Network. DOS enables low-income children to receive orthodontic treatment. There are currently 138 orthodontists waiting to see qualified applicants in Illinois.",,,inactive,,"Applications are available on the website. After the application is received, the child is place on a waiting list. Waitings lists vary from 3-18 months, depending on the area. Some orthodontists in Illinois do not have a waiting list at this time.","- Patients must be between the ages of 8-18 when they begin treatment. 
- Patients cannot already be in braces or in between phases of orthodontic treatment. 
- Patients must be receiving regular dental care and have good oral hygiene. 
- Patient must be ineligible for orthodontic treatment through insurance or public aid.",,"- Last year’s federal tax return for the household or Social Security award letter.
- Completed dentist referral form that is enclosed; to be completed by the child’s regular dentist.
- A letter from the child explaining why he/she wants the braces and how he/she intends to care for them.","200% of the federal poverty level.",
568,610,,"Government Consumer Protection Agencies",,"The Consumer Protection Division of the Office of the Attorney General seeks to protect Illinois consumers and businesses victimized by fraud, deception, or unfair methods of competition. Within this division are the Franchise Bureau, Health Care Bureau, Charitable Trusts Bureau, Military and Veterans Rights Bureau, and Consumer Fraud Bureau. The Consumer Fraud and Health Care Bureaus offer informal dispute resolution programs for consumers with complaints concerning their purchases and health care.  Although the attorneys in the AG Office cannot represent any one individual in a lawsuit, a limited mediation program is offered to assist in resolving disputes or complaints filed by individual consumers.",,,inactive,,"By phone.",,,,,
569,610,,"Crime Victim Support",,"Financial assistance available with the goal of helping to reduce the financial burden imposed on victims of violent crime and their families. The Illinois Crime Victim Compensation Program can provide innocent victims and their families with financial assistance for expenses accrued as a result of a violent crime. The office of the Attorney General has the statutory duty to process all claims by investigating each claim to determine the claimant’s eligibility.",,,inactive,,"If you or someone else is having difficulty coping with the long-term effects of a violent crime, please call the toll-free Crime Victims Assistance Line for more information about compensation and other statewide victim services.",,,,,
570,610,,"General Crime Reporting","High Tech Crimes Bureau","The Attorney General's High Tech Crimes Bureau provides important training and education programs in the area of computer crimes, including online child pornography, online sexual abuse, online fraud, e-mail threats, identity theft, and computer hacking. In addition, the bureau offers investigative and prosecutorial assistance with cases and coordinates the Illinois Internet Child Exploitation Task Force.

The Illinois Computer Crime Institute (ICCI), an entity within the Attorney General's High Tech Crimes Bureau, is dedicated to training and supporting Illinois law enforcement and prosecutors in the investigation and prosecution of high technology crimes, as well as in the use of high technology tools to enhance the effectiveness of their work.",http://illinoisattorneygeneral.gov/cyberbullying/,,inactive,,"By phone, website, or e-mail.",,,,,
571,6432,,"Adult Residential Treatment Facilities",,"Decatur Manor Healthcare is an Intermediate Care Facility for the chronically mentally ill. A variety of mental illnesses are treated in the residential housing setting, including Schizo-Affective Disorder, Major Depression, Bipolar Disorder, Schizophrenia, as well as those who are dually diagnosed with a mental illness and substance abuse. The psych-social rehabilitation programs include anger management, substance abuse groups, and medication management.",,,inactive,,"By phone.",,,,,
578,681,,"General Counseling Services",,"Provides theologically-anchored and psychologically-informed counseling services. Services available:
- Early childhood counseling.
- Adolescent counseling.
- Behavioral difficulties.
- Pre-marriage and marriage counseling.
- Relational counseling.
- Crisis counseling.",http://www.icmfamily.org,admin@icmfamily.org,inactive,,"Phone for appointment.",,,,,
579,681,,"Foster Home Licensing",,"ICM recruits, trains, and licenses Christian families to provide home-based foster care for children in need. ICM case workers provide support services depending upon the unique needs of each family. Foster home placements are made strictly on a voluntary basis with the parent or guardian of the child. The goal of the Family Foster Care Ministry is to work toward the best long-term interest of the child while returning the child home as soon as possible.",,,inactive,,,"Check the website for eligibility requirements.",,,,
580,681,,"Respite Care","Safe Families / Parenting Partners","Safe Families Program: Provides parents in crisis with respite care for their children, allowing them to temporarily place their children with safe and loving Christian families while addressing their current crisis, with the goal always being reunification.
- Biological parent maintains custody.
- Respite care - average placement lasting anywhere from 2 days to 6 weeks.
- Relationship between the local church, Safe Family, and biological parent is close.
- Volunteer based placements.
- Safe Families go through online training and are monitored by ICM.

Parenting Partners: A volunteer-based ministry with the primary objective to strengthen and equip families in their times of crisis and need.
- Families are DCFS-licensed and monitored by ICM.
- No DCFS children are served.
- A stipend amount is given to Parenting Partners to offset cost for caring for children in care.
- Volunteer-based placements.
- Biological parent(s) maintain full custody.",,,inactive,,"By phone.","Families in crisis, whether the issue is abuse, neglect, crisis pregnancy, family conflict, or the lack of an adequate support system.",,,,637158405241810
